tilltalsnamn,2014,2015,2016,2017,2018,2019
Sewan,0,2,0,0,0,0
Sewar,0,0,0,0,2,0
Sevda,0,0,0,0,2,0
Seved,0,0,0,0,0,0
Seven,0,0,0,0,3,0
Severdjan,0,0,0,0,0,0
SEVERIN,0,3,2,0,0,2
Severina,0,0,0,0,0,0
Seweryn,0,0,0,0,0,0
Sevim,0,0,0,0,0,2
Sevin,0,2,0,2,0,0
Sevval,0,0,0,0,0,0
Seydi,0,0,0,0,0,0
Seydina,0,0,0,0,0,0
Seyed,0,0,0,0,0,2
Seyma,0,0,0,0,0,0
Seynab,2,0,0,2,0,2
Seynabou,0,0,0,0,0,0
Seyran,0,0,0,0,0,0
Shaadiya,0,0,0,2,0,0
Shaam,0,0,2,0,0,0
Shaan,0,0,0,0,2,0
Shaban,0,0,0,0,0,0
Shabnam,2,0,2,0,0,0
Shacni,0,0,0,0,0,0
Shad,0,2,3,2,0,4
Shade,0,0,0,0,0,0
Shadi,2,4,3,5,3,2
Shadia,2,0,0,0,0,0
Shadiya,2,0,0,0,0,0
Shady,0,0,2,0,0,0
Shafi,2,0,0,0,0,0
Shafik,0,2,0,0,0,0
Shah,0,4,0,0,0,0
Shahab,0,0,2,0,0,0
Shahad,2,4,6,4,5,4
Shahan,0,0,0,2,0,0
Shahd,3,0,2,8,5,7
Shahed,0,0,0,2,4,0
Shaheer,0,0,0,2,0,0
Shahin,3,0,0,3,2,6
Shahir,0,0,0,2,0,2
Shahm,0,0,0,0,0,0
Shahrazad,0,2,0,0,0,0
Shahzaib,0,0,0,0,0,0
Shaila,0,0,0,0,0,0
Shaily,0,0,0,0,0,0
Shaima,0,3,2,2,2,0
Shakar,0,0,0,0,0,0
Shakeel,0,0,0,0,0,0
Shaker,0,0,0,0,0,0
Shakir,5,0,0,0,2,0
Shakira,0,0,0,0,0,0
Shako,0,0,0,0,0,0
Shalom,3,0,0,2,0,0
Sham,11,34,51,68,45,34
Shameer,0,0,0,0,2,0
Shamel,0,0,0,0,2,0
Shamil,0,0,2,0,0,0
Shamiram,0,0,0,0,0,0
Shams,5,4,5,5,5,9
Shamsa,2,2,0,0,2,0
Shamso,3,2,0,0,0,0
Shan,0,0,0,2,4,3
Shana,0,2,2,0,2,4
Shanaya,0,2,2,0,2,0
Shane,0,0,0,2,0,0
Shanel,0,0,0,0,0,0
Shanelle,0,4,0,0,0,0
Shani,0,0,0,2,2,0
Shania,5,0,3,2,0,0
Shannon,0,0,0,0,0,0
Shant,0,0,0,2,0,0
Shantel,0,3,0,0,0,0
Shanti,0,0,0,2,0,0
Shanvi,0,0,0,0,0,0
Shanya,0,0,0,0,0,0
Shanzay,0,0,0,3,0,0
Shara,0,0,0,0,0,0
Sharbel,2,2,4,6,5,0
Sharif,2,0,0,0,0,0
Sharifa,0,0,0,0,0,0
Sharmaarke,0,0,0,0,0,2
Sharmarke,0,2,3,0,2,0
Sharo,0,0,0,0,0,0
Sharon,0,2,2,2,3,0
Shaun,0,0,0,0,0,0
Shaurya,0,0,0,2,2,3
Shawn,0,0,3,0,2,0
Shayaan,2,0,0,2,0,0
Shayan,3,5,0,2,4,8
Shayi,0,0,0,0,0,0
Shayla,0,0,0,0,0,0
Shaylin,0,0,0,0,2,0
Shayma,0,0,0,2,3,2
Shaymaa,0,0,0,0,0,0
Shayna,0,0,0,2,0,0
Shazad,0,0,0,2,0,0
Shazmeen,0,0,0,0,0,0
Sheda,0,0,0,0,0,0
Shehed,0,0,0,0,0,0
Sheikh,0,0,2,0,0,0
Sheila,3,2,0,0,2,3
Shejla,0,0,0,0,0,0
Shekinah,2,0,0,0,0,0
Shelby,0,5,0,6,0,2
Shemsedin,0,0,0,0,0,0
Shenouda,0,2,0,0,0,0
Sherie,0,0,0,0,0,0
Sherif,0,0,0,0,0,0
Sheriff,0,0,0,0,0,0
Sherin,2,3,0,0,0,0
Sherwan,0,0,0,3,0,2
Shervin,0,0,0,0,2,2
Sherwin,0,0,0,0,0,0
Shevin,0,0,0,0,0,0
Sheyla,0,0,0,0,0,0
Sheyma,0,0,2,0,0,0
Sheza,0,0,0,0,2,0
Shiar,0,0,0,0,0,0
Shifa,0,0,0,0,2,2
Shihab,0,3,0,0,0,0
Shilan,0,0,4,0,0,2
Shiloh,0,0,0,2,0,0
Shima,0,0,0,0,0,0
Shira,0,0,0,0,0,0
Shiraz,0,0,0,0,0,0
Shireen,0,0,0,0,0,0
Shirin,0,4,5,7,4,2
Shirley,0,0,0,0,0,0
Shirwac,0,0,0,0,0,0
Shiva,0,0,0,0,2,0
Shivansh,0,0,0,0,0,0
Shko,0,0,0,0,0,0
Shkurte,0,0,0,0,0,0
Shmoni,0,2,0,0,0,0
Shnya,0,0,0,0,0,0
Shoaib,0,0,2,0,3,0
Shona,0,0,0,0,0,0
Shpend,0,0,0,0,0,0
Shreya,0,0,0,0,0,0
Shreyansh,0,0,0,0,0,0
Shrinika,0,0,0,0,0,0
Shuaib,0,0,0,0,0,0
Shuajb,0,0,0,0,0,0
Shuayb,2,0,0,0,0,0
Shucayb,0,0,0,0,0,0
Shueyb,0,0,0,0,0,0
Shugri,2,0,0,0,0,0
Shukri,2,4,6,0,4,4
Shuraim,0,2,0,0,0,0
Sia,5,4,5,11,22,22
Siam,0,0,0,0,2,0
Siana,0,2,0,0,0,0
Siar,0,0,0,0,0,0
Siara,0,3,0,0,0,0
Sibbe,0,0,0,0,0,0
Sibel,4,11,11,7,6,5
Sibell,0,0,0,0,0,0
Sibella,0,0,0,2,0,0
Sibelle,4,6,4,8,7,4
Sibylla,0,0,0,2,0,0
Sickan,4,6,5,2,3,3
Sid,17,9,11,7,6,5
Sidad,2,2,0,0,0,0
Sidar,0,0,2,0,3,0
Siddharth,0,0,0,0,0,0
Sidelya,0,0,0,0,0,0
Sidney,2,5,2,5,3,2
Sidona,0,4,4,5,0,2
Sidra,15,12,20,22,37,39
Sidrah,0,0,2,0,4,3
Siem,2,3,2,3,4,2
Siena,0,2,0,0,0,2
Sienna,15,9,15,21,13,10
Sif,0,0,0,0,0,0
Sigfrid,3,0,2,6,4,0
Sigge,267,278,271,253,232,226
Sighsten,0,0,0,0,0,0
Sigmund,0,2,0,0,0,2
Signa,0,0,2,0,0,0
Signar,4,0,2,3,2,0
Signe,427,421,450,507,538,511
Signhild,0,0,0,0,0,0
Signy,0,0,0,0,2,0
Sigrid,281,277,338,315,349,288
Sigrun,0,3,0,0,0,0
Sigsten,4,3,0,4,4,0
Sigurd,5,5,7,2,5,6
Sigurdur,0,0,0,0,2,0
Sigvard,16,26,22,31,20,20
Sigward,0,0,0,2,0,0
Sigve,3,0,0,0,0,0
Sihaam,8,4,6,6,4,2
Siham,11,22,27,13,10,17
Siid,0,0,0,0,0,0
Siiri,2,3,4,3,3,2
Sila,5,13,14,20,32,17
Silan,0,0,0,0,0,0
Silas,29,30,32,30,28,17
Silin,0,0,0,5,3,5
Silina,0,3,2,2,4,3
Silja,2,3,3,5,3,0
Silje,14,21,20,22,18,23
Silke,7,3,3,3,4,2
Silla,3,0,0,0,0,2
Silva,0,2,3,2,2,0
Silvana,2,3,3,6,5,9
Silver,0,0,0,0,2,0
Silvia,12,5,6,4,4,7
Silvija,2,0,0,0,0,0
Silvio,0,2,0,0,0,0
Sima,3,3,2,2,8,2
Simadra,0,0,0,2,0,0
Siman,2,2,0,0,0,0
Simav,0,0,0,3,0,0
Simay,0,4,2,0,0,0
Simba,0,0,0,0,0,2
Simen,0,0,0,0,0,0
Simeon,0,2,2,2,6,5
Simge,0,0,0,0,0,0
Simo,0,0,0,0,0,2
Simon,239,226,191,165,138,122
Simón,0,2,0,0,0,0
Simona,5,9,9,5,5,8
Simone,29,21,20,17,16,17
Simra,0,0,2,0,3,0
Simrah,0,2,0,2,0,0
Simran,2,3,5,0,0,2
Simson,0,0,0,0,0,0
Simun,0,0,0,0,0,0
Sina,0,4,2,2,5,0
Sinan,2,3,4,2,2,4
Sinda,0,0,0,0,0,0
Sindra,0,3,2,3,0,0
Sindre,5,0,4,5,6,6
Sindri,0,0,0,0,4,0
Sindy,0,3,0,0,2,2
Sine,0,2,2,0,0,0
Sinem,5,0,2,0,2,0
Sinin,0,0,0,2,0,0
Sinisa,0,0,0,0,0,0
Sinit,0,0,0,2,0,2
Sinja,0,0,0,0,0,0
Sinmar,0,0,0,0,0,0
Sinna,0,0,0,0,0,0
Sino,0,0,0,0,2,0
Sinoda,0,0,0,2,0,0
Sion,2,4,2,5,3,3
Sipan,3,0,3,2,7,2
Sira,0,0,0,0,2,0
Sirac,0,0,0,0,2,0
Sirad,0,0,0,2,0,0
Sirag,2,0,0,0,0,0
Siraj,2,0,0,0,8,3
Sirak,0,0,2,0,0,0
Sirat,0,2,0,2,2,0
Sireen,0,0,0,2,0,0
Sirel,0,0,0,0,2,0
Siri,281,251,228,175,154,149
Sirin,8,8,7,6,9,8
Sirine,0,3,0,0,2,3
Sirius,0,0,2,0,0,4
Sirwan,0,0,0,0,0,0
Sissa,0,2,0,0,0,0
Sissel,2,2,0,2,0,0
Sissela,0,0,0,0,0,0
Sissi,0,0,0,0,0,0
Sisu,0,0,0,0,0,0
Sitra,0,0,2,0,3,2
Siv,9,9,19,15,17,15
Siw,2,0,2,2,0,3
Siva,0,0,0,0,0,0
Sivan,3,0,0,0,0,0
Siwan,0,0,0,2,0,0
Sivana,0,0,0,0,0,0
Siver,0,0,0,0,0,0
Sivert,2,2,0,0,0,0
Sixten,469,428,355,350,324,291
Siyabend,0,0,0,0,0,0
Siyar,0,0,0,0,0,0
Sizar,0,2,0,3,0,0
Skander,0,0,0,3,4,0
Skender,0,0,0,0,0,0
Skilla,0,0,0,0,0,0
Skrållan,0,2,0,0,0,0
Sky,2,2,0,3,0,3
Skye,4,2,7,6,2,5
Skyler,0,2,3,3,0,4
Sleman,0,0,2,0,0,0
Smilla,48,38,16,22,14,9
Smilte,0,0,0,2,0,0
Snit,0,0,0,5,7,3
Snow,0,2,0,0,0,0
Snöfrid,0,0,0,2,3,0
Soaad,0,0,0,0,2,0
Sobhan,0,0,0,3,3,4
Sobhi,0,0,0,0,0,0
Soda,0,0,4,0,0,0
Sofanit,0,0,0,3,0,0
Sofi,8,5,6,0,3,5
Sofia,258,251,254,229,214,228
Sofía,0,0,0,0,0,0
Sofian,0,3,0,0,0,0
Sofiane,2,0,0,0,0,0
Sofie,57,49,42,35,41,27
Sofija,6,10,9,8,9,12
Sofina,0,0,0,0,0,0
Sofiya,3,3,0,0,2,0
Sofus,0,2,0,3,0,0
Sofyan,0,2,2,0,0,0
Soha,0,0,2,0,2,0
Sohaib,0,0,0,2,2,2
Sohail,0,0,0,0,0,4
Soham,0,0,0,0,0,0
Soheil,0,0,0,4,2,2
Sohrab,0,0,0,0,0,0
Sokaina,0,0,0,0,0,0
Sol,12,11,9,15,10,9
Solaf,0,0,0,0,0,2
Solange,0,0,0,0,0,0
Solav,0,0,0,0,0,0
Soleil,0,0,0,0,0,0
Soli,0,0,0,0,0,0
Soliana,5,3,4,6,5,6
Solihom,0,0,0,2,4,0
Soliman,2,0,0,0,0,0
Solin,4,8,4,7,10,3
Solina,0,2,0,0,5,0
Soline,0,0,0,2,0,0
Soliyana,0,0,0,0,0,0
Solomon,3,0,0,2,2,3
Soltan,0,0,0,2,0,2
Solveig,9,8,18,7,15,13
Solvej,2,0,0,0,0,0
Solyana,3,2,2,0,6,4
Soma,0,0,0,0,0,0
Somaia,0,0,0,2,0,0
Somar,0,0,0,0,0,0
Somaya,5,6,4,2,0,2
Somayah,0,0,0,0,0,0
Sondor,0,0,0,3,0,0
Sondos,0,0,0,3,2,0
Sondre,0,2,0,0,0,4
Sonia,14,10,10,15,9,11
Sonic,0,2,0,0,0,0
Sonila,0,0,0,0,0,0
Sonita,0,0,0,0,0,0
Sonja,86,58,68,68,64,65
Sonnie,0,0,0,0,0,0
Sonny,9,6,7,2,2,4
Sonya,4,3,3,0,4,3
Sookie,0,0,0,0,0,0
Sophia,75,68,58,29,56,54
Sophie,55,54,44,43,35,34
Sora,0,2,2,0,0,0
Soraja,0,0,0,0,0,0
Soran,0,0,0,0,0,0
Soraya,4,0,0,0,3,2
Soren,0,0,3,3,0,0
Soroush,0,0,0,0,0,0
Sosuna,0,2,0,0,4,2
Sotirios,0,3,0,0,0,0
Souad,0,0,0,0,0,0
Soufiane,0,0,0,0,0,0
Soufyan,0,0,0,0,0,0
Soukaina,0,2,0,0,0,0
Soumaya,0,0,0,0,0,0
Sowda,0,0,2,0,0,0
Sowdo,0,0,0,0,0,0
Soz,0,0,0,0,0,0
Sozan,0,0,0,0,0,0
Sozin,0,0,0,0,0,0
Spencer,8,2,3,3,2,2
Spiros,0,0,0,0,0,0
Spogmai,0,0,0,0,0,0
Sri,0,0,0,0,0,0
Sriram,0,0,0,0,0,0
Sriyan,0,0,0,2,0,0
Sriyansh,0,0,0,0,2,0
Srod,0,0,0,0,0,0
Stacey,2,0,2,0,0,2
Stacy,0,0,2,0,0,0
Staffan,0,2,0,0,2,0
Stanislaw,0,0,0,0,0,2
Stanley,3,0,0,0,2,0
Stavro,0,0,0,0,0,0
Stavros,0,2,3,0,3,0
Stefan,34,26,23,27,30,30
Stefani,0,0,0,2,6,2
Stefania,2,3,3,2,3,0
Stefanie,5,6,4,3,4,3
Stefanija,0,0,0,2,2,0
Stefanos,0,3,2,4,0,2
Steffani,0,0,0,0,0,0
Steffanie,0,0,0,2,0,2
Steffie,0,0,0,0,0,0
Steira,3,2,2,0,0,0
Stelios,0,0,0,0,0,0
Stella,551,477,493,515,543,461
Stella-Li,0,0,0,0,0,0
Stella-Marie,0,0,0,0,0,0
Stellan,29,23,24,31,49,40
Sten,9,5,3,8,14,11
Stephan,0,0,3,2,2,3
Stephani,0,0,0,0,0,0
Stephania,0,0,0,0,0,0
Stephanie,35,28,34,36,30,17
Stéphanie,0,0,0,0,0,0
Stephanos,0,0,0,0,2,0
Stephany,0,0,0,0,0,0
Stephen,0,0,2,0,0,0
Stera,0,0,0,3,0,0
Sterin,0,0,2,0,0,0
Stevan,2,0,0,2,0,0
Stevani,0,0,0,0,0,0
Steve,0,2,0,2,0,0
Steven,3,5,7,4,6,2
Stevie,0,0,0,0,0,0
Stieg,0,2,0,0,0,0
Stig,11,24,15,19,18,30
Stina,183,189,221,196,177,185
Stine,0,2,0,3,0,0
Stivan,0,0,0,0,0,2
Stiven,0,0,0,2,0,0
Storm,0,0,2,0,2,2
Sture,14,16,20,15,17,14
Styrbjörn,0,0,2,0,0,0
Su,0,0,0,0,0,0
Suaad,0,0,0,0,3,0
Suad,3,3,2,3,4,0
Suado,0,0,0,0,2,0
Subeer,0,0,0,0,0,0
Suber,0,0,0,0,0,0
Subeyda,0,0,0,0,0,0
Subeyr,0,0,0,0,0,0
Subhan,2,3,0,3,2,0
Sucdi,2,0,0,0,0,0
Sudais,7,4,2,6,0,3
Sudaisi,0,0,0,2,0,0
Sudaysi,2,0,2,2,0,0
Sude,0,0,0,0,0,0
Sudeis,3,0,3,0,0,0
Sudem,0,0,0,0,0,0
Suden,0,0,0,0,0,0
Sudenaz,0,0,0,0,0,0
Sudes,0,2,0,0,0,0
Sudeys,0,3,0,0,0,0
Sudeysi,0,4,0,2,0,2
Suela,6,0,2,0,3,0
Sufian,0,0,0,0,2,0
Sufjan,0,0,2,0,2,0
Sufyaan,0,0,2,0,0,0
Sufyan,4,0,4,2,5,0
Suha,0,0,0,0,0,0
Suhaib,3,6,5,8,0,7
Suhail,0,0,0,0,3,2
Suhaila,2,2,0,0,2,0
Suhana,0,0,0,3,0,0
Suhayb,6,2,6,4,2,3
Suhayla,2,0,0,2,2,0
Suheb,3,2,2,0,2,0
Suheba,0,0,0,2,0,0
Suheeb,0,2,0,0,0,0
Suheib,2,0,0,3,0,3
Suhejla,0,0,2,0,0,0
Suhela,0,0,0,0,0,0
Suheyb,5,3,3,7,5,6
Suheyba,0,0,0,0,2,0
Suheyla,0,4,0,2,2,4
Suhra,0,0,0,0,0,0
Suhur,0,3,2,0,0,0
Sukaina,0,2,0,0,2,0
Sukran,0,0,0,0,0,0
Sulaiman,0,4,2,0,3,6
Sulayman,3,0,2,4,4,2
Suldan,0,0,0,0,0,0
Suleiman,8,3,3,0,10,3
Sulejman,0,0,0,0,0,0
Sulekha,0,0,0,0,2,0
Suleman,0,0,3,0,0,0
Suleyman,8,2,4,3,4,3
Suliman,0,0,0,0,2,0
Sultan,8,8,6,3,8,12
Sumaia,0,0,2,0,0,0
Sumaiya,0,0,0,0,0,0
Sumaja,0,0,0,0,0,0
Sumaya,37,23,29,19,17,18
Sumayah,0,0,0,0,0,0
Sumayo,2,2,3,2,0,0
Sumayya,0,0,0,0,2,0
Sumayyah,0,2,0,0,0,2
Sumeja,2,4,0,6,5,3
Sumejja,0,0,2,0,0,0
Sumer,0,0,2,0,0,0
Sumeya,7,3,4,5,5,3
Sumeyye,0,0,0,0,0,0
Summaya,0,0,0,0,0,0
Summer,2,0,2,0,0,2
Suna,0,0,2,0,0,0
Sundus,13,13,9,13,9,14
Sune,19,14,14,19,12,21
Sunita,0,0,0,0,0,0
Sunna,0,2,2,0,2,3
Sunniva,4,0,2,0,2,0
Sunny,4,0,3,0,0,0
Surafel,0,0,0,3,2,0
Surafiel,0,0,0,3,0,2
Suraya,2,2,0,0,0,0
Sureya,0,0,0,0,0,0
Suri,0,0,2,0,0,0
Susan,0,2,3,0,4,0
Susana,0,0,0,0,2,0
Susann,0,0,0,0,0,0
Susanna,2,5,10,2,3,0
Susanne,0,0,0,2,0,0
Susen,2,0,0,0,0,0
Sussan,0,0,3,0,0,0
Sussi,0,0,0,0,0,0
Suvd,0,0,0,2,0,0
Suweyda,0,0,2,0,0,0
Suzan,0,0,2,0,2,4
Suzana,0,0,0,0,4,0
Suzanna,0,0,0,0,0,0
Suzanne,0,0,0,2,0,2
Suzi,0,0,0,0,2,0
Svala,0,6,5,6,7,5
Svante,142,131,121,127,114,106
Swante,0,0,0,0,0,0
Swara,0,0,2,0,3,0
Svea,173,178,166,175,164,175
Swea,4,5,7,3,7,6
Sven,36,45,57,53,49,58
Sven-Erik,0,0,0,0,0,0
Sverker,0,0,3,0,2,0
Sverre,3,7,6,4,8,4
Svetlana,0,0,0,0,0,0
Sydney,2,5,2,0,2,0
Sydra,2,0,0,0,0,0
Syed,0,0,0,0,4,2
Syeda,0,0,0,0,0,0
Sükrü,0,0,2,0,0,0
Süleyman,0,0,0,0,2,0
Sylla,0,0,4,0,0,0
Sylve,0,0,0,0,2,0
Sylvester,10,8,6,3,6,5
Sylvi,0,0,2,0,0,0
Sylvia,0,4,2,0,2,3
Sümeyye,0,0,2,0,0,0
Szymon,3,3,2,5,5,5
Särla,0,0,0,0,0,0
Sören,3,0,2,6,7,3
Taala,0,0,0,2,0,0
Taban,0,0,0,0,0,0
Tabarak,0,2,0,0,0,0
Tabark,0,0,0,0,0,0
Tabasom,0,0,0,0,0,0
Tabea,0,0,0,0,0,0
Tabish,0,0,0,0,0,0
Tabita,0,0,0,0,0,0
Tabitha,0,0,0,0,0,0
Tadej,0,0,0,0,0,0
Tadeusz,0,0,2,0,0,0
Tadija,0,2,0,0,0,2
Taem,0,0,3,0,4,4
Tage,205,182,256,239,243,256
Taha,13,11,7,11,9,9
Tahani,0,0,0,2,0,0
Taher,0,0,0,0,0,0
Tahia,0,0,0,0,0,0
Tahir,2,0,4,0,3,0
Tahmina,0,0,0,0,0,0
Tahsin,0,2,0,0,0,0
Tai,0,0,0,0,0,0
Taiba,0,0,0,0,0,0
Taiem,0,0,0,0,0,0
Taif,0,0,0,0,0,0
Taim,12,33,30,57,64,48
Taimullah,0,0,0,3,0,0
Taisto,0,0,0,0,2,0
Taj,2,0,0,0,0,0
Tajra,2,0,0,2,0,3
Tajus,0,0,2,0,0,0
Takwa,0,0,0,0,0,0
Tala,3,6,11,16,19,17
Talah,0,0,2,0,4,0
Talal,0,0,2,0,2,4
Talea,0,0,0,2,0,0
Taleb,0,0,0,0,0,0
Taleen,2,0,0,3,2,7
Talen,0,0,0,2,0,0
Talha,6,2,4,4,2,5
Talia,17,22,32,35,36,45
Taliah,2,0,2,3,0,3
Talin,2,9,4,6,9,11
Taline,0,0,2,2,0,0
Talita,0,0,0,0,0,0
Talitha,3,0,0,2,0,2
Taliya,0,2,0,0,0,3
Talla,0,0,2,0,4,0
Tallia,0,0,2,0,0,2
Tallin,0,2,0,0,0,2
Talya,7,7,7,6,4,4
Talyia,0,0,0,2,0,0
Taman,2,0,0,0,0,0
Tamana,0,0,0,0,0,0
Tamanna,2,0,0,0,0,0
Tamar,0,0,0,0,0,0
Tamara,5,7,3,7,5,10
Tamela,0,0,0,0,0,0
Tamer,2,5,0,3,0,2
Tami,0,0,0,0,0,0
Tamika,0,0,0,0,0,0
Tamim,0,4,4,5,6,4
Tamina,0,0,0,0,0,0
Tamir,0,2,0,0,2,0
Tamkin,0,0,0,0,0,0
Tamlin,0,0,0,0,0,2
Tammie,0,0,0,0,0,0
Tanem,0,0,0,0,0,0
Tania,4,0,4,3,2,3
Tanisha,0,0,0,0,0,0
Tanja,4,4,0,4,4,2
Tanya,0,0,3,0,2,0
Taqwa,2,0,0,0,2,0
Tara,21,27,30,20,18,20
Tarah,0,0,0,0,0,0
Tarek,5,4,3,6,5,8
Tareq,0,0,3,5,0,3
Tarik,3,9,7,7,5,4
Tariq,4,0,0,0,0,0
Tarkan,0,0,0,0,0,0
Tasliim,0,0,0,0,3,0
Taslim,0,0,0,0,0,0
Tasneem,0,3,0,4,5,2
Tasnem,0,0,2,0,2,0
Tasniim,0,3,2,2,6,4
Tasnim,8,11,13,9,24,23
Tassnim,0,0,0,0,0,0
Tate,2,0,0,0,0,0
Tatiana,2,3,0,4,0,3
Tatjana,0,0,0,0,0,0
Taulant,0,2,0,0,0,0
Tawba,0,0,0,0,2,0
Tawfik,0,0,0,2,0,2
Taylor,0,0,3,0,2,3
Taym,7,6,12,9,9,5
Taysir,0,0,0,0,0,0
Tea,17,38,25,15,17,29
Téa,2,0,0,0,0,0
Teah,0,0,0,0,0,0
Ted,98,104,91,85,119,132
Teddi,0,0,0,0,0,0
Teddie,5,5,7,6,0,4
Teddy,14,9,14,11,10,10
Teemu,2,0,0,0,0,0
Tefik,0,0,0,0,0,0
Teia,0,0,0,0,2,0
Teide,2,0,0,0,0,0
Teija,0,0,0,0,0,0
Teim,5,7,6,9,9,10
Teja,3,3,2,0,5,0
Tejm,0,3,0,0,0,2
Tekla,5,12,9,7,7,9
Tell,0,0,0,2,0,0
Tella,3,0,4,0,0,2
Tellie,0,2,0,0,0,0
Tellus,0,0,0,0,2,0
Telma,5,8,5,5,3,2
Telmuun,0,0,0,0,2,0
Temesgen,0,0,2,4,0,6
Temra,0,2,0,3,0,0
Temur,0,0,2,0,0,0
Temuulen,0,0,3,0,0,2
Tengis,0,0,2,0,0,2
Tennessee,0,0,0,2,0,0
Tenuun,0,2,2,2,0,2
Teo,45,63,45,51,49,54
Teodor,76,72,76,68,52,64
Teodora,7,14,13,4,11,9
Teodore,2,0,0,0,0,0
Teolina,0,0,0,0,0,0
Teolinda,2,0,0,0,0,0
Teoman,3,4,2,4,0,2
Teon,0,0,0,0,0,0
Teona,0,0,2,0,0,0
Teres,0,0,0,0,0,0
Teresa,2,7,5,3,0,0
Terese,0,0,0,0,0,0
Teresia,2,0,2,0,0,2
Tereza,0,0,3,3,0,0
Tergel,0,0,0,0,0,0
Terje,4,3,4,3,4,2
Terno,3,2,0,0,0,0
Terry,2,0,0,0,0,0
Tesla,0,6,5,0,2,0
Tesnim,0,0,3,3,4,0
Tess,8,12,17,5,6,6
Tessa,0,3,3,0,0,3
Tessie,0,0,0,0,0,0
Tessy,0,0,0,0,0,0
Teus,2,3,0,0,0,0
Teuta,0,0,0,0,0,0
Tevin,0,0,0,2,0,0
Tewodros,0,0,0,0,0,0
Tex,0,0,0,3,6,0
Texas,35,25,26,20,19,18
Texaz,0,0,0,0,0,0
Teya,0,2,0,0,2,0
Teyla,0,0,2,2,0,0
Teym,2,0,2,2,0,2
Tezz,0,0,0,0,0,0
Thabit,0,0,2,0,0,0
Thaddeus,0,0,0,0,0,0
Thage,2,3,2,0,4,3
Thalia,9,4,9,5,5,5
Thanya,0,0,0,0,0,0
Thao,0,0,0,0,0,0
Thea,211,201,209,199,189,213
Théa,0,0,3,3,0,0
Thealie,0,0,0,0,0,0
Theander,0,0,0,0,0,0
Thed,0,0,2,2,0,0
Theia,2,0,2,4,4,3
Theis,0,0,2,0,0,0
Theja,0,0,0,0,0,0
Thekla,0,0,0,0,2,0
Thelise,5,2,3,5,4,3
Thella,0,0,0,2,0,0
Thelma,31,35,27,26,17,25
Theo,452,389,381,409,440,447
Théo,2,3,3,2,2,0
Théoden,2,0,0,0,0,0
Theodor,328,277,316,289,267,319
Théodor,0,0,0,4,0,0
Theodora,10,10,7,8,8,10
Theodore,86,82,82,89,84,83
Théodore,0,3,0,3,4,3
Theodoros,0,2,3,0,2,0
Theomin,0,0,0,0,0,0
Theon,7,7,0,0,5,3
Theres,0,0,2,0,0,0
Theresa,0,0,5,0,0,0
Therese,2,9,5,5,4,0
Therése,0,0,0,0,0,0
Theresia,4,0,0,2,0,0
Thess,0,0,0,0,0,0
Theus,4,5,0,4,0,0
Thexas,2,0,0,0,0,0
Theya,0,0,0,0,0,0
Thi,0,0,0,0,0,0
Thia,0,0,0,0,2,0
Thiago,23,7,19,16,14,17
Thiam,0,2,0,0,0,0
Thian,0,0,0,0,0,0
Thias,0,3,2,0,2,3
Thila,0,0,0,0,0,0
Thilda,20,22,17,14,10,13
Thilde,43,28,33,13,23,17
Thilia,9,4,8,4,6,5
Thilian,0,0,0,0,0,0
Thilja,0,0,0,0,0,0
Thilla,0,0,2,0,0,0
Thilly,0,0,3,0,0,0
Thilma,2,0,0,3,0,2
Thilo,8,5,2,7,5,7
Thilon,0,0,0,0,0,0
Thim,4,0,4,3,2,5
Thimea,0,0,0,0,0,0
Thimmie,0,0,0,0,0,0
Thimmy,0,0,2,2,0,0
Thindra,16,9,8,4,6,5
Thino,0,0,0,0,0,0
Thio,0,0,0,0,0,0
Thion,0,0,0,0,2,0
Thobias,0,0,0,2,0,0
Thom,2,0,2,0,0,0
Thomas,17,13,18,13,17,26
Thomasine,0,0,0,0,0,0
Thor,85,86,104,97,101,84
Thora,2,0,2,2,0,3
Thore,3,4,4,2,5,6
Thorin,0,0,2,0,0,2
Thorsten,4,0,3,2,0,0
Thristan,3,0,0,0,0,0
Thula,0,0,0,0,0,0
Thule,0,0,3,0,0,0
Thure,9,14,10,12,16,18
Thushara,0,0,0,2,0,0
Thuva,0,0,3,0,0,0
Thuwa,0,0,0,0,0,0
Thuy,0,0,0,0,0,0
Thyr,2,3,2,2,0,0
Thyra,28,34,29,31,32,27
Tia,3,4,0,6,8,8
Tiago,5,3,5,4,2,2
Tiam,8,18,6,9,10,15
Tiama,0,2,0,2,0,0
Tian,0,0,0,4,0,5
Tiana,2,6,7,3,10,5
Tiar,0,0,0,2,0,0
Tiara,11,14,5,8,13,8
Tias,0,0,0,0,0,0
Tiba,0,0,0,2,0,2
Tibelia,4,3,6,4,3,5
Tibell,0,0,0,0,0,0
Tibella,2,0,0,2,3,0
Tibelle,2,0,0,0,0,0
Tibelya,0,0,0,0,0,0
Tiberius,0,3,0,0,0,0
Tida,0,5,2,2,0,2
Tidus,0,0,0,0,0,0
Tiem,0,0,0,0,3,0
Tienne,0,0,0,0,0,0
Tifa,0,2,0,2,0,0
Tiffani,0,0,0,0,0,0
Tiffanie,2,0,3,3,0,0
Tiffany,7,12,11,10,10,10
Tiger,7,6,2,2,2,2
Tigra,0,0,0,0,0,0
Tigran,0,0,0,0,0,3
